season_end_year,game_id,game_date,team_abbrev,opp_abbrev,home_away,player_id,player_name,started,minutes,minutes_raw,pts,reb,ast,tpm,dnp,team_hint_ok,ingested_at
2026,401809239.0,2025-12-25,SA,OKC,A,4395630.0,Devin Vassell,0.0,34.0,34.0,5.0,4.0,2.0,1.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,SA,OKC,A,4395723.0,Keldon Johnson,0.0,17.0,17.0,9.0,7.0,0.0,1.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,OKC,SA,H,4433255.0,Chet Holmgren,0.0,31.0,31.0,10.0,12.0,2.0,0.0,0.0,1.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,SA,OKC,A,4845367.0,Stephon Castle,0.0,32.0,32.0,19.0,4.0,7.0,0.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,SA,OKC,A,4066259.0,De'Aaron Fox,0.0,33.0,33.0,29.0,4.0,3.0,3.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,OKC,SA,H,4593803.0,Jalen Williams,0.0,29.0,29.0,12.0,2.0,6.0,1.0,0.0,1.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,SA,OKC,A,5037871.0,Dylan Harper,0.0,20.0,20.0,12.0,3.0,2.0,0.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,OKC,SA,H,4222252.0,Isaiah Hartenstein,0.0,24.0,24.0,13.0,12.0,3.0,0.0,0.0,1.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,SA,OKC,A,6578.0,Harrison Barnes,0.0,30.0,30.0,15.0,6.0,1.0,3.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,SA,OKC,A,5104157.0,Victor Wembanyama,0.0,26.0,26.0,19.0,11.0,2.0,2.0,0.0,0.0,2025-12-29T03:09:22Z
2026,401809239.0,2025-12-25,OKC,SA,H,4278073.0,Shai Gilgeous-Alexander,0.0,36.0,36.0,22.0,6.0,4.0,1.0,0.0,1.0,2025-12-29T03:09:22Z
2026,401809241.0,2025-12-26,HOU,LAL,A,4871144.0,Alperen Sengun,0.0,31.0,31.0,14.0,12.0,4.0,0.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,LAL,HOU,H,1966.0,LeBron James,0.0,32.0,32.0,18.0,2.0,5.0,1.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,HOU,LAL,A,4684740.0,Amen Thompson,0.0,32.0,32.0,26.0,7.0,5.0,0.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809240.0,2025-12-25,GS,DAL,H,3975.0,Stephen Curry,0.0,33.0,33.0,23.0,3.0,4.0,2.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,HOU,LAL,A,4711272.0,Reed Sheppard,0.0,19.0,19.0,13.0,2.0,1.0,1.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,HOU,LAL,A,4433192.0,Tari Eason,0.0,26.0,26.0,13.0,3.0,2.0,1.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,HOU,LAL,A,4432639.0,Jabari Smith Jr.,0.0,36.0,36.0,16.0,7.0,0.0,2.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809240.0,2025-12-25,GS,DAL,H,6589.0,Draymond Green,0.0,28.0,28.0,7.0,5.0,3.0,1.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809240.0,2025-12-25,GS,DAL,H,6430.0,Jimmy Butler III,0.0,32.0,32.0,14.0,9.0,9.0,1.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809240.0,2025-12-25,DAL,GS,A,6583.0,Anthony Davis,0.0,11.0,11.0,3.0,3.0,0.0,0.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,LAL,HOU,H,4066457.0,Austin Reaves,0.0,15.0,15.0,12.0,1.0,1.0,2.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809240.0,2025-12-25,DAL,GS,A,4278078.0,P.J. Washington,0.0,34.0,34.0,14.0,10.0,2.0,0.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,LAL,HOU,H,3945274.0,Luka Doncic,0.0,34.0,34.0,25.0,5.0,7.0,3.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,HOU,LAL,A,2991235.0,Steven Adams,0.0,26.0,26.0,4.0,9.0,2.0,0.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,LAL,HOU,H,4278129.0,Deandre Ayton,0.0,36.0,36.0,10.0,2.0,0.0,0.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809240.0,2025-12-25,DAL,GS,A,5041939.0,Cooper Flagg,0.0,36.0,36.0,27.0,6.0,5.0,1.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809241.0,2025-12-26,HOU,LAL,A,3202.0,Kevin Durant,0.0,33.0,33.0,25.0,4.0,8.0,4.0,0.0,1.0,2025-12-29T03:09:23Z
2026,401809242.0,2025-12-26,DEN,MIN,H,3936299.0,Jamal Murray,0.0,42.0,42.0,35.0,2.0,10.0,9.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,DEN,MIN,H,2528210.0,Tim Hardaway Jr.,0.0,41.0,41.0,19.0,4.0,0.0,3.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,MIN,DEN,A,3934673.0,Donte DiVincenzo,0.0,34.0,34.0,6.0,8.0,8.0,0.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,MIN,DEN,A,3064514.0,Julius Randle,0.0,39.0,39.0,32.0,7.0,6.0,2.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,MIN,DEN,A,4594268.0,Anthony Edwards,0.0,42.0,42.0,44.0,6.0,3.0,5.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,MIN,DEN,A,4396971.0,Naz Reid,0.0,28.0,28.0,13.0,6.0,3.0,2.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,DEN,MIN,H,3112335.0,Nikola Jokic,0.0,43.0,43.0,56.0,16.0,15.0,4.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,MIN,DEN,A,3032976.0,Rudy Gobert,0.0,34.0,34.0,9.0,12.0,0.0,0.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809242.0,2025-12-26,MIN,DEN,A,4431671.0,Jaden McDaniels,0.0,40.0,40.0,21.0,4.0,4.0,1.0,0.0,1.0,2025-12-29T03:09:24Z
2026,401809243.0,2025-10-21,OKC,HOU,H,4433255.0,Chet Holmgren,0.0,39.0,39.0,28.0,7.0,2.0,2.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,2991235.0,Steven Adams,0.0,37.0,37.0,4.0,13.0,3.0,0.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,4684740.0,Amen Thompson,0.0,39.0,39.0,18.0,4.0,5.0,0.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,OKC,HOU,H,4222252.0,Isaiah Hartenstein,0.0,37.0,37.0,6.0,8.0,5.0,0.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,4433192.0,Tari Eason,0.0,22.0,22.0,3.0,6.0,0.0,1.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,4711272.0,Reed Sheppard,0.0,28.0,28.0,9.0,2.0,4.0,2.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,4871144.0,Alperen Sengun,0.0,49.0,49.0,39.0,11.0,7.0,5.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,OKC,HOU,H,4900671.0,Ajay Mitchell,0.0,15.0,15.0,16.0,2.0,2.0,3.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,OKC,HOU,H,4278073.0,Shai Gilgeous-Alexander,0.0,47.0,47.0,35.0,5.0,5.0,1.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,4432639.0,Jabari Smith Jr.,0.0,42.0,42.0,16.0,5.0,0.0,2.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809243.0,2025-10-21,HOU,OKC,A,3202.0,Kevin Durant,0.0,47.0,47.0,23.0,9.0,3.0,0.0,0.0,1.0,2025-12-29T03:09:25Z
2026,401809244.0,2025-10-22,GS,LAL,A,6589.0,Draymond Green,0.0,28.0,28.0,8.0,7.0,9.0,1.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809244.0,2025-10-22,LAL,GS,H,4066457.0,Austin Reaves,0.0,36.0,36.0,26.0,5.0,9.0,1.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809244.0,2025-10-22,LAL,GS,H,3945274.0,Luka Doncic,0.0,41.0,41.0,43.0,12.0,9.0,2.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,CLE,DET,A,4066328.0,Jarrett Allen,0.0,25.0,25.0,20.0,7.0,2.0,0.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809244.0,2025-10-22,GS,LAL,A,6430.0,Jimmy Butler III,0.0,35.0,35.0,31.0,5.0,4.0,1.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809244.0,2025-10-22,GS,LAL,A,3975.0,Stephen Curry,0.0,32.0,32.0,23.0,1.0,4.0,3.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,CLE,DET,A,3908809.0,Donovan Mitchell,0.0,29.0,29.0,35.0,1.0,2.0,2.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,DET,CLE,H,4433621.0,Jalen Duren,0.0,21.0,21.0,8.0,7.0,2.0,0.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,DET,CLE,H,4432166.0,Cade Cunningham,0.0,29.0,29.0,12.0,5.0,4.0,1.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,CLE,DET,A,4432158.0,Evan Mobley,0.0,30.0,30.0,15.0,11.0,5.0,1.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,DET,CLE,H,4684742.0,Ausar Thompson,0.0,15.0,15.0,6.0,3.0,0.0,0.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809245.0,2025-10-27,DET,CLE,H,4432810.0,Isaiah Stewart,0.0,26.0,26.0,4.0,9.0,3.0,1.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809244.0,2025-10-22,LAL,GS,H,4278129.0,Deandre Ayton,0.0,34.0,34.0,10.0,6.0,0.0,0.0,0.0,1.0,2025-12-29T03:09:26Z
2026,401809246.0,2025-10-28,MIN,DEN,H,3032976.0,Rudy Gobert,0.0,26.0,26.0,8.0,5.0,1.0,0.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,DEN,MIN,A,2528210.0,Tim Hardaway Jr.,0.0,32.0,32.0,20.0,1.0,3.0,4.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,DEN,MIN,A,3138196.0,Cameron Johnson,0.0,19.0,19.0,5.0,2.0,2.0,1.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,DEN,MIN,A,3112335.0,Nikola Jokic,0.0,36.0,36.0,25.0,19.0,10.0,0.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,DEN,MIN,A,3936299.0,Jamal Murray,0.0,37.0,37.0,43.0,6.0,3.0,5.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,DEN,MIN,A,4431767.0,Christian Braun,0.0,27.0,27.0,7.0,3.0,2.0,1.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,MIN,DEN,H,3064514.0,Julius Randle,0.0,35.0,35.0,24.0,7.0,3.0,1.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,MIN,DEN,H,4396971.0,Naz Reid,0.0,27.0,27.0,18.0,7.0,2.0,2.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,MIN,DEN,H,4431671.0,Jaden McDaniels,0.0,35.0,35.0,25.0,3.0,1.0,1.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,DEN,MIN,A,3064290.0,Aaron Gordon,0.0,33.0,33.0,9.0,3.0,3.0,0.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809246.0,2025-10-28,MIN,DEN,H,3934673.0,Donte DiVincenzo,0.0,30.0,30.0,12.0,3.0,4.0,3.0,0.0,1.0,2025-12-29T03:09:27Z
2026,401809502.0,2025-10-31,ATL,IND,A,3102531.0,Kristaps Porzingis,0.0,23.0,23.0,15.0,8.0,1.0,1.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809502.0,2025-10-31,ATL,IND,A,4278039.0,Nickeil Alexander-Walker,0.0,32.0,32.0,21.0,3.0,3.0,1.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809502.0,2025-10-31,ATL,IND,A,4869342.0,Dyson Daniels,0.0,38.0,38.0,18.0,9.0,6.0,0.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,PHI,BOS,H,4431678.0,Tyrese Maxey,0.0,44.0,44.0,26.0,8.0,14.0,4.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809502.0,2025-10-31,IND,ATL,H,3149673.0,Pascal Siakam,0.0,30.0,30.0,18.0,5.0,5.0,2.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,BOS,PHI,A,4397424.0,Neemias Queta,0.0,19.0,19.0,4.0,4.0,1.0,0.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809502.0,2025-10-31,ATL,IND,A,4701230.0,Jalen Johnson,0.0,33.0,33.0,22.0,13.0,8.0,0.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809502.0,2025-10-31,IND,ATL,H,4396909.0,Aaron Nesmith,0.0,25.0,25.0,12.0,2.0,1.0,2.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,BOS,PHI,A,4066354.0,Payton Pritchard,0.0,33.0,33.0,15.0,2.0,5.0,1.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,BOS,PHI,A,3078576.0,Derrick White,0.0,35.0,35.0,15.0,4.0,4.0,2.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,PHI,BOS,H,5124612.0,VJ Edgecombe,0.0,40.0,40.0,17.0,5.0,5.0,2.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,BOS,PHI,A,3917376.0,Jaylen Brown,0.0,32.0,32.0,32.0,3.0,6.0,4.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809503.0,2025-10-31,PHI,BOS,H,3059318.0,Joel Embiid,0.0,25.0,25.0,20.0,6.0,3.0,1.0,0.0,1.0,2025-12-29T03:09:28Z
2026,401809504.0,2025-10-31,CLE,TOR,H,4432158.0,Evan Mobley,0.0,36.0,36.0,29.0,8.0,3.0,2.0,0.0,1.0,2025-12-29T03:09:29Z
2026,401809504.0,2025-10-31,TOR,CLE,A,4395724.0,Immanuel Quickley,0.0,27.0,27.0,4.0,1.0,6.0,0.0,0.0,1.0,2025-12-29T03:09:29Z
2026,401809504.0,2025-10-31,TOR,CLE,A,4395625.0,RJ Barrett,0.0,36.0,36.0,20.0,3.0,2.0,3.0,0.0,1.0,2025-12-29T03:09:29Z
2026,401809504.0,2025-10-31,TOR,CLE,A,4433134.0,Scottie Barnes,0.0,35.0,35.0,14.0,10.0,5.0,1.0,0.0,1.0,2025-12-29T03:09:29Z
2026,401809504.0,2025-10-31,TOR,CLE,A,3913176.0,Brandon Ingram,0.0,35.0,35.0,20.0,8.0,5.0,0.0,0.0,1.0,2025-12-29T03:09:29Z
2026,401809505.0,2025-11-01,NY,CHI,A,3934719.0,OG Anunoby,0.0,36.0,36.0,26.0,4.0,3.0,5.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,NY,CHI,A,3062679.0,Josh Hart,0.0,15.0,15.0,0.0,1.0,1.0,0.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,CHI,NY,H,4397002.0,Ayo Dosunmu,0.0,29.0,29.0,22.0,4.0,9.0,1.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,NY,CHI,A,3934672.0,Jalen Brunson,0.0,35.0,35.0,29.0,2.0,7.0,3.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,CHI,NY,H,4871145.0,Josh Giddey,0.0,38.0,38.0,32.0,10.0,9.0,4.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,CHI,NY,H,4711294.0,Matas Buzelis,0.0,29.0,29.0,13.0,0.0,1.0,2.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,NY,CHI,A,3147657.0,Mikal Bridges,0.0,38.0,38.0,23.0,4.0,6.0,4.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,CHI,NY,H,6478.0,Nikola Vucevic,0.0,31.0,31.0,26.0,7.0,2.0,4.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809505.0,2025-11-01,NY,CHI,A,3136195.0,Karl-Anthony Towns,0.0,32.0,32.0,22.0,10.0,4.0,1.0,0.0,1.0,2025-12-29T03:09:30Z
2026,401809506.0,2025-11-01,MEM,LAL,H,4277961.0,Jaren Jackson Jr.,0.0,32.0,32.0,15.0,4.0,1.0,2.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,MEM,LAL,H,4279888.0,Ja Morant,0.0,31.0,31.0,8.0,1.0,7.0,0.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,MEM,LAL,H,4593125.0,Santi Aldama,0.0,26.0,26.0,7.0,10.0,4.0,1.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,LAL,MEM,A,3945274.0,Luka Doncic,0.0,39.0,39.0,44.0,12.0,6.0,6.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,LAL,MEM,A,4066457.0,Austin Reaves,0.0,36.0,36.0,21.0,4.0,4.0,2.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,LAL,MEM,A,4278129.0,Deandre Ayton,0.0,17.0,17.0,9.0,0.0,0.0,0.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,MEM,LAL,H,4433083.0,Cam Spencer,0.0,19.0,19.0,12.0,0.0,3.0,2.0,0.0,1.0,2025-12-29T03:09:31Z
2026,401809506.0,2025-11-01,MEM,LAL,H,4903027.0,Cedric Coward,0.0,26.0,26.0,13.0,10.0,3.0,0.0,0.0,1.0,2025-12-29T03:09:31Z
